measurement_uid,input,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250111205917.262380_AR_webconnectivity_ea516b26a7222ea9,https://pricesaskeloadsc.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250111202437.254104_AR_webconnectivity_bf09ffb8b03839d2,https://www.ragingbullcampaign.com,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250111202222.844177_AR_webconnectivity_e0ac558884b8b126,http://www.ragingbullcampaign.com,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250111201125.933704_AR_webconnectivity_f0e87fea85d98916,http://www.mnr.gov.cn/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112005106.439036_AR_webconnectivity_a5a2b068926a4f8f,https://vocesenlibertad.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112005039.686625_AR_webconnectivity_05c754906a96891d,http://caminic.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112005000.704930_AR_webconnectivity_befb7c7a2f26b42c,https://www.radiomaria.org.ni/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112004812.762716_AR_webconnectivity_645d65cf2b8f41ae,http://asodenic.org.ni/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112004716.214133_AR_webconnectivity_3259d9d750a8c8fa,https://grupovenancia.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112004607.382688_AR_webconnectivity_7e9a2eb6f6a03659,http://www.allactionhost.com/es-ni/web-hosting,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112004604.192809_AR_webconnectivity_e647abc09f5bbed1,https://apen.org.ni/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112004600.056818_AR_webconnectivity_1b137f4de9ab7eb4,https://puntos.org.ni/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112004403.870018_AR_webconnectivity_36c2561771f629d1,https://root-key-sentinel-is-ta-38696.d2a8n3.rootcanary.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],200,,
20250112004402.594298_AR_webconnectivity_c4f1517767e42896,https://root-key-sentinel-not-ta-20326.d2a8n3.rootcanary.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],200,,
20250112004313.214806_AR_webconnectivity_ab32b396de4c8db3,https://bogus.d2a8n1.rootcanary.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001913.117723_AR_webconnectivity_eedf370a4df46e64,http://alpha66.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001908.529063_AR_webconnectivity_a88c85d9bc3cb26b,https://www.alpha66.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001906.772325_AR_webconnectivity_623f6613dbc3c42b,http://www.alpha66.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001556.482855_AR_webconnectivity_8d9d0701ba073e2d,https://www.abelsierramadero.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001543.675003_AR_webconnectivity_e1526dedf67f42be,http://www.consensocubano.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001441.262501_AR_webconnectivity_44a71c4844ecb925,https:911truth.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001346.572259_AR_webconnectivity_722af65efdd12f7a,https://alpha66.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112001030.209061_AR_webconnectivity_0a35721a2a32d48d,http://www.cubamemorial.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000857.724133_AR_webconnectivity_db298924f96fe91a,https://www.miscelaneasdecuba.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000856.444556_AR_webconnectivity_cd926469ed08418e,http://www.miscelaneasdecuba.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000852.299738_AR_webconnectivity_ab61c60667576b1c,http://miscelaneasdecuba.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000851.320383_AR_webconnectivity_42b4bc023a75106a,https://miscelaneasdecuba.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000746.065959_AR_webconnectivity_d5001eeae12751e9,http://conocercuba.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],200,,
20250112000728.123406_AR_webconnectivity_11893070eacf7762,http://alianzaregional.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],200,,
20250112000223.988637_AR_webconnectivity_3a7cda4c6cfccabc,http://en-ville.orange.fr/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000222.594062_AR_webconnectivity_19a71947ccc34b26,https://example.domain.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000221.747479_AR_webconnectivity_0cc23f5c89841de9,http://docs.domain.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000220.797716_AR_webconnectivity_2d836f0ddc212539,https://archivos.domain.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000219.843357_AR_webconnectivity_ecae98e4ca526285,http://www.sedem.org.gt/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000210.869840_AR_webconnectivity_dc0fa129dfc59a7e,http://www.frmt.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000207.938632_AR_webconnectivity_06d8517fcda062a0,http://extratorrent.cc,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000207.023419_AR_webconnectivity_0aab19807990a4bb,http://www.serpaj.org,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000206.089340_AR_webconnectivity_dfc45e2118a5f06c,http://www.metacafe.com,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000201.920686_AR_webconnectivity_d6c60d712436c267,http://www.atimes.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000200.659787_AR_webconnectivity_9e9f83f71278265b,http://www.asstr.org/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000140.794943_AR_webconnectivity_289ea0405638fa2e,http://bitcoin.sipa.be/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],200,,
20250112000120.343201_AR_webconnectivity_5f0b39211197d3ed,http://www.topcities.com,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000100.795534_AR_webconnectivity_e4175082a5829adc,http://www.elmundo.com.ve,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000056.646264_AR_webconnectivity_93383c5cdab8bae1,http://www.religioustolerance.org,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000054.717974_AR_webconnectivity_7aac28f9cf001a7a,http://www.wikispaces.com,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000052.885761_AR_webconnectivity_d72895b3c452b3bb,http://check.googlezip.net/connect/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000052.149045_AR_webconnectivity_e00a2d58c208d6dc,http://check.googlezip.net/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000051.234583_AR_webconnectivity_b727f98e0b25cf13,http://bloquedearmas.com,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000050.253165_AR_webconnectivity_4da4bfe7f7079cac,https://extratorrent.cc/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000048.633412_AR_webconnectivity_9a402e7ef1afc8a9,http://www.topcities.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000025.531372_AR_webconnectivity_dd4c8106c4806669,http://diariodecaracas.com/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000024.160523_AR_webconnectivity_31e60ad943ec27af,https://w3.ibm.com/developer/hacktoberfest/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
20250112000023.100548_AR_webconnectivity_5697f347b41d20c7,https://www.patria.org.ve/,android_dns_cache_no_data,,inconsistent,False,AS262287,[scrubbed],-1,,
