measurement_uid,dns_experiment_failure,http_experiment_failure,dns_consistency,accessible,resolver_asn,resolver_ip,status_code,tcp_ip,tcp_status
20250111202330.943916_AR_webconnectivity_d37621472dc8fb93,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202315.342432_AR_webconnectivity_025459a0d118629f,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202224.752378_AR_webconnectivity_91add2e9df442bcc,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202222.844177_AR_webconnectivity_e0ac558884b8b126,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202221.099930_AR_webconnectivity_666a2463379cfe32,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202219.630663_AR_webconnectivity_08d12510b0a0585d,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202218.670921_AR_webconnectivity_b806c602d49efd0d,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202156.923820_AR_webconnectivity_0cf9f6a4ae0d57e3,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202156.033770_AR_webconnectivity_ed8036f264667312,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202155.006068_AR_webconnectivity_b38e1933ec9b23d9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111202129.079620_AR_webconnectivity_b56a9c9b8307d93f,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201828.160793_AR_webconnectivity_8be8e0a43dedeb30,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201805.759252_AR_webconnectivity_0f03f1ecdae93256,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201800.002407_AR_webconnectivity_f4b4266890006def,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201756.804784_AR_webconnectivity_48e8a6b5f61a9b70,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201622.402642_AR_webconnectivity_a1be0bb04246c6d8,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201621.115368_AR_webconnectivity_41ac90163085cd8c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201618.494592_AR_webconnectivity_db36d46cdbb1aca1,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201220.442509_AR_webconnectivity_9b83386fc1fb932c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201128.392688_AR_webconnectivity_837cb8d4af399ec5,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201127.096854_AR_webconnectivity_2201c3d34a1e922e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111201125.933704_AR_webconnectivity_f0e87fea85d98916,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111200619.527788_AR_webconnectivity_f9aa2b9029ead383,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250111200240.069325_AR_webconnectivity_239342c2614bacc6,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112005106.439036_AR_webconnectivity_a5a2b068926a4f8f,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112005039.686625_AR_webconnectivity_05c754906a96891d,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112005000.704930_AR_webconnectivity_befb7c7a2f26b42c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112004812.762716_AR_webconnectivity_645d65cf2b8f41ae,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112004716.214133_AR_webconnectivity_3259d9d750a8c8fa,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112004607.382688_AR_webconnectivity_7e9a2eb6f6a03659,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112004604.192809_AR_webconnectivity_e647abc09f5bbed1,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112004600.056818_AR_webconnectivity_1b137f4de9ab7eb4,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112004403.870018_AR_webconnectivity_36c2561771f629d1,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250112004402.594298_AR_webconnectivity_c4f1517767e42896,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250112004313.214806_AR_webconnectivity_ab32b396de4c8db3,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001913.117723_AR_webconnectivity_eedf370a4df46e64,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001908.529063_AR_webconnectivity_a88c85d9bc3cb26b,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001906.772325_AR_webconnectivity_623f6613dbc3c42b,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001556.482855_AR_webconnectivity_8d9d0701ba073e2d,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001543.675003_AR_webconnectivity_e1526dedf67f42be,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001441.262501_AR_webconnectivity_44a71c4844ecb925,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001346.572259_AR_webconnectivity_722af65efdd12f7a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112001030.209061_AR_webconnectivity_0a35721a2a32d48d,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000857.724133_AR_webconnectivity_db298924f96fe91a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000856.444556_AR_webconnectivity_cd926469ed08418e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000852.299738_AR_webconnectivity_ab61c60667576b1c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000851.320383_AR_webconnectivity_42b4bc023a75106a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000746.065959_AR_webconnectivity_d5001eeae12751e9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250112000728.123406_AR_webconnectivity_11893070eacf7762,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250112000223.988637_AR_webconnectivity_3a7cda4c6cfccabc,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000222.594062_AR_webconnectivity_19a71947ccc34b26,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000221.747479_AR_webconnectivity_0cc23f5c89841de9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000220.797716_AR_webconnectivity_2d836f0ddc212539,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000219.843357_AR_webconnectivity_ecae98e4ca526285,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000210.869840_AR_webconnectivity_dc0fa129dfc59a7e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000207.938632_AR_webconnectivity_06d8517fcda062a0,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000207.023419_AR_webconnectivity_0aab19807990a4bb,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000206.089340_AR_webconnectivity_dfc45e2118a5f06c,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000201.920686_AR_webconnectivity_d6c60d712436c267,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000200.659787_AR_webconnectivity_9e9f83f71278265b,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000140.794943_AR_webconnectivity_289ea0405638fa2e,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],200,None,None
20250112000120.343201_AR_webconnectivity_5f0b39211197d3ed,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000100.795534_AR_webconnectivity_e4175082a5829adc,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000056.646264_AR_webconnectivity_93383c5cdab8bae1,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000054.717974_AR_webconnectivity_7aac28f9cf001a7a,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000052.885761_AR_webconnectivity_d72895b3c452b3bb,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000052.149045_AR_webconnectivity_e00a2d58c208d6dc,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000051.234583_AR_webconnectivity_b727f98e0b25cf13,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000050.253165_AR_webconnectivity_4da4bfe7f7079cac,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000048.633412_AR_webconnectivity_9a402e7ef1afc8a9,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000025.531372_AR_webconnectivity_dd4c8106c4806669,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000024.160523_AR_webconnectivity_31e60ad943ec27af,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
20250112000023.100548_AR_webconnectivity_5697f347b41d20c7,android_dns_cache_no_data,None,inconsistent,False,AS262287,[scrubbed],-1,None,None
